Unnamed,이름,이메일,견종,견종_코드,크기,크기_코드,색상,색상_코드,연령대,연령대_코드,상태,상태_코드,브랜드,브랜드_코드,사료,사료_코드,평점,후기,주소,국가,시도,시군구,CP,CF,CR,CB,CA,PO,WA,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41,field_42,field_43,field_44,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54,field_55,field_56,field_57,field_58,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,field_74,field_75,field_76,field_77,field_78,field_79,field_80,field_81,field_82,field_83
271,두리,dummy699@dummy.dummy,시츄,SST,소형견,S,퓨어화이트,PH,성견,A,피부병,SD,내추럴발란스울트라포뮬라,NB,울트라 프리미엄 W.B.H 닭 & 오리 포뮬라,NB003,1,피부상태 개선이 이뤄지지 않음.,전남 순천,대한민국,전라남도,순천시,23.0,13.0,0.0,3.0,1.2,1.0,10.0,AOC,BBRI,BOO,ACMP,CPOT,BRB,HCF,CCAR,ADP,BFP,BOO,HNFE,CTPO,BL,HMHD,GS,GPC,FMETH,HCCHL,GPDP,FMMI,FPA,FLTRY,FMV,HCA,TA,CCR,CBL,CSP,FLLYS,DKP,CYSE,HROS,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
272,꼬마,dummy925@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,네츄럴발란스,NB,울트라 프리미엄 W.B.H 닭 & 오리 포뮬라,NB003,2,변 상태가 그리 좋지 않았다.,대구 서구,대한민국,대구광역시,서구,23.0,13.0,0.0,3.0,1.2,1.0,10.0,AOC,BBRI,BOO,ACMP,CPOT,BRB,HCF,CCAR,ADP,BFP,BOO,HNFE,CTPO,BL,HMHD,GS,GPC,FMETH,HCCHL,GPDP,FMMI,FPA,FLTRY,FMV,HCA,TA,CCR,CBL,CSP,FLLYS,DKP,CYSE,HROS,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
273,토리,dummy930@dummy.dummy,치와와,SCH,소형견,S,블랙,BL,성견,A,치아 및 치주 질환,DD,내추럴 발란스 울트라 프리미엄 포물라,NB,울트라 프리미엄 W.B.H 닭 & 오리 포뮬라,NB003,4,알갱이가 크긴 하나 잘 씹어 먹는다.,인천 남동구,대한민국,인천광역시,남동구,23.0,13.0,0.0,3.0,1.2,1.0,10.0,AOC,BBRI,BOO,ACMP,CPOT,BRB,HCF,CCAR,ADP,BFP,BOO,HNFE,CTPO,BL,HMHD,GS,GPC,FMETH,HCCHL,GPDP,FMMI,FPA,FLTRY,FMV,HCA,TA,CCR,CBL,CSP,FLLYS,DKP,CYSE,HROS,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
274,짱가,dummy992@dummy.dummy,리트리버,BRT,대형견,B,퓨어화이트,PH,성견,A,유루증,EP,네츄럴발란스 울트라 포뮬라,NB,울트라 프리미엄 W.B.H 닭 & 오리 포뮬라,NB003,2,눈물이 더욱 심해졌다. 다른 사료로 바꿔야할것같다,경기도 구리,대한민국,경기도,구리시,23.0,13.0,0.0,3.0,1.2,1.0,10.0,AOC,BBRI,BOO,ACMP,CPOT,BRB,HCF,CCAR,ADP,BFP,BOO,HNFE,CTPO,BL,HMHD,GS,GPC,FMETH,HCCHL,GPDP,FMMI,FPA,FLTRY,FMV,HCA,TA,CCR,CBL,CSP,FLLYS,DKP,CYSE,HROS,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
275,겨울이,dummy51@dummy.dummy,치와와,SCH,소형견,S,블랙앤탄,BT,성견,A,슬개골 탈구,LP,지니펫,GI,홍삼 아로니아함유 유기농,GI004,3,전성분이 표시되었으면 좋겠다. 자세히 나와있는게 없어서 아쉽다,대전 유성구,대한민국,대전광역시,유성구,24.0,14.0,8.0,6.0,0.9,0.4,12.0,AOC,AOC,BOBRI,COSFS,BOSOM,HCF,BOL,BCG,BOBAR,BOO,COSP,HNFE,COCAR,COD,CRGI,CAB,GCALP,CG,FMV,FMMI,CYSE,FVE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
276,코코,dummy63@dummy.dummy,푸들,SPD,소형견,S,오렌지,OR,성견,A,유루증,EP,지니펫,GI,홍삼 아로니아함유 유기농,GI004,3,보통 그럭저럭 보통의 사료입니다.,대전,대한민국,대전광역시,blank,24.0,14.0,8.0,6.0,0.9,0.4,12.0,AOC,AOC,BOBRI,COSFS,BOSOM,HCF,BOL,BCG,BOBAR,BOO,COSP,HNFE,COCAR,COD,CRGI,CAB,GCALP,CG,FMV,FMMI,CYSE,FVE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
277,피오,dummy69@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,지니펫,GI,홍삼 아로니아함유 유기농,GI004,5,홍삼먹인거 유기농이라서 맘에든다. 좋다.,대전동구,대한민국,대전광역시,동구,24.0,14.0,8.0,6.0,0.9,0.4,12.0,AOC,AOC,BOBRI,COSFS,BOSOM,HCF,BOL,BCG,BOBAR,BOO,COSP,HNFE,COCAR,COD,CRGI,CAB,GCALP,CG,FMV,FMMI,CYSE,FVE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
278,쥬리,dummy475@dummy.dummy,시바견,MS,중형견,M,퓨어화이트,PH,성견,A,비만,OB,지니펫,GI,홍삼 아로니아함유 유기농,GI004,5,기호성 좋음. 주변 지인들한테 추천하는 사료!,충남 청양,대한민국,충청남도,청양군,24.0,14.0,8.0,6.0,0.9,0.4,12.0,AOC,AOC,BOBRI,COSFS,BOSOM,HCF,BOL,BCG,BOBAR,BOO,COSP,HNFE,COCAR,COD,CRGI,CAB,GCALP,CG,FMV,FMMI,CYSE,FVE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
279,구피,dummy52@dummy.dummy,웰시코기,MWC,중형견,M,퓨어화이트,PH,성견,A,비만,OB,지그니쳐,ZI,칠면조 포뮬라,ZI001,4,좋아요. 계속 이걸로 사용할까 생각중이에요.,대전광역시,대한민국,대전광역시,blank,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
280,마루,dummy93@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,슬개골 탈구,LP,지그니쳐,ZI,칠면조 포뮬라,ZI001,4,잘먹긴하나 효능은 못느끼고 있습니다,대전 중구,대한민국,대전광역시,중구,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
281,두리,dummy168@dummy.dummy,믹스견,MMX,중형견,M,퓨어화이트,PH,성견,A,치아 및 치주 질환,DD,지그니쳐,ZI,칠면조 포뮬라,ZI001,5,잘 먹는다 앞으로도 꾸준히 이용할 생각!,대전 유성구,대한민국,대전광역시,유성구,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
282,꼬망이,dummy325@dummy.dummy,토이푸들,SPD,소형견,S,그레이,GR,성견,A,피부병,SD,지그니쳐 칠면조,ZI,칠면조 포뮬라,ZI001,3,잘먹고 변도좋고 눈물도 없어요 근데 피부에 뽀록지 같은게 잘생기는건 여전합니다 ㅠㅠ,수원시 팔달구,대한민국,경기도,수원시 팔달구,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
283,광순이,dummy427@dummy.dummy,비글,MBG,중형견,M,퓨어화이트,PH,노견,S,비만,OB,지그니쳐,ZI,칠면조 포뮬라,ZI001,4,기호성 좋음. 잘 먹어서 보기좋습니다.,충북 진천군,대한민국,충청북도,진천군,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
284,행돌이,dummy456@dummy.dummy,시바견,MS,중형견,M,퓨어화이트,PH,성견,A,귓병,ET,지그니쳐 칠면조 포뮬라,ZI,칠면조 포뮬라,ZI001,5,"너무나 잘 먹고, 알러지 증상이 없음.",경기도 고양시,대한민국,경기도,고양시,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
285,나비,dummy616@dummy.dummy,코카스페니얼,MCS,중형견,M,퓨어화이트,PH,성견,A,피부병,SD,지그니쳐,ZI,칠면조 포뮬라,ZI001,3,"기호성은 좋으나, 피부는 좋아지지 않음.",경남 창원,대한민국,경상남도,창원시,31.0,18.0,7.0,6.5,1.0,0.9,10.0,ATM,ATP,BPE,BPE,BCP,HSUN,BPP,BL,HNFE,BBP,GPC,HCCHL,GS,HCCHL,FMMI,FMV,CBL,CCAR,CCR,GCI,GSEL,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
286,쿠키,dummy53@dummy.dummy,웰시코기,MWC,중형견,M,퓨어화이트,PH,성견,A,비만,OB,뉴트리나,GB,퓨어 건강한 저녁,GB006,2,살이 쪄요. 조금씩만 줘야할 것 같아요,대전광역시 중구,대한민국,대전광역시,중구,28.0,14.0,10.0,5.5,1.0,0.6,12.0,ESAL,EF,CPOT,HCF,CSPO,BPP,CCARR,EHSA,FLLYS,HY,FMMI,FMV,HCDT,GL,GPDP,CYSE,FVE,HROS,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
287,난이,dummy54@dummy.dummy,비글,MBG,중형견,M,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,피앤피,PA,수제사료 완두콩과 오리,PA001,3,가루가 많이 뭉친다. 이 부분만 아니면 괜찮은듯 합니다,대전광역시 중구,대한민국,대전광역시,중구,29.6,16.2,0.0,3.1,0.0,0.0,17.5,ADM,BPE,CPOT,CCR,FDHA,HCOLO,HNG,FMV,BL,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
288,나나,dummy56@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,치아 및 치주 질환,DD,건강백서,GB,말티즈,GB017,5,좋음 만족하며 먹이고 있습니다 좋아요.,대전광역시,대한민국,대전광역시,blank,28.0,18.0,10.0,5.0,1.0,0.6,12.0,EHSA,BR,BMA,BCG,HANI,BBP,GPC,HCCHL,FVE,FMV,FMMI,GL,HCDT,HEO,HHPSM,CYSE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
289,메롱이,dummy728@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,유루증,EP,건강백서 말티즈,GB,말티즈,GB017,2,생각보다 조지방율이 높고 차도가 없어 보인다.,전남 광양시,대한민국,전라남도,광양시,28.0,18.0,10.0,5.0,1.0,0.6,12.0,EHSA,BR,BMA,BCG,HANI,BBP,GPC,HCCHL,FVE,FMV,FMMI,GL,HCDT,HEO,HHPSM,CYSE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
290,달콩이,dummy732@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,유루증,EP,건강백서 말티즈,GB,말티즈,GB017,2,그닥 효과를 보지 못함…다른 사료들이랑 비슷한듯,전남 순천시,대한민국,전라남도,순천시,28.0,18.0,10.0,5.0,1.0,0.6,12.0,EHSA,BR,BMA,BCG,HANI,BBP,GPC,HCCHL,FVE,FMV,FMMI,GL,HCDT,HEO,HHPSM,CYSE,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
291,댕이,dummy58@dummy.dummy,시츄,SST,소형견,S,트라이컬러,TC,노견,S,피부병,SD,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,4,탈모였던 털이 다시 자람.,부산광역시 사상구,대한민국,부산광역시,사상구,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
292,맥스,dummy122@dummy.dummy,비숑프리제,MBF,중형견,M,퓨어화이트,PH,성견,A,피부병,SD,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,5,잘먹고 좋음 완전 좋음 아이가 잘 먹어서 좋아요 계속 잘 먹었으면 좋겠네요.,대전,대한민국,대전광역시,blank,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
293,엔젤,dummy236@dummy.dummy,시츄,SST,소형견,S,브라운,BR,노견,S,신장 이상,KP,LID칠면조사료(네이쳐스버라이어티),NV,인스팅트 LID 칠면조고기 독 키블,NV019,5,좋아요 잘 먹고 잘 싸는것 같아요. 만족스럽습니다.,부산광역시 해운대구,대한민국,부산광역시,해운대구,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
294,행순이,dummy457@dummy.dummy,시바견,MS,중형견,M,퓨어화이트,PH,성견,A,유루증,EP,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,1,알러지 증상이 있었음. 우리 강아지에게 안맞는 사료같아 바꾸려한다.,경기도 고양시,대한민국,경기도,고양시,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
295,연지,dummy472@dummy.dummy,시바견,MS,중형견,M,퓨어화이트,PH,성견,A,장염 및 소화기계,GP,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,4,토우에서 인스팅트로 바꿨더니 부쩍 살이 올라서 만족함.,충남 청양,대한민국,충청남도,청양군,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
296,보늬,dummy629@dummy.dummy,차우차우,BCC,대형견,B,퓨어화이트,PH,성견,A,비만,OB,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,4,"기호성이 좋음. 잘먹어서 기분좋고, 사료 냄새도 괜찮다",경남 김해,대한민국,경상남도,김해시,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
297,보나,dummy630@dummy.dummy,차우차우,BCC,대형견,B,퓨어화이트,PH,성견,A,비만,OB,네이쳐스버라이어티,NV,인스팅트 LID 칠면조고기 독 키블,NV019,4,기호성이 좋음. 변도 괜찮고 무엇보다 우리 애기가 맛나게 먹어서 좋음^^,경남 김해,대한민국,경상남도,김해시,25.0,18.0,0.0,3.5,1.9,1.1,10.0,ATP,BPE,CTA,HCO,ATM,HNFE,HMON,HCCO,GPC,GS,FMV,FMMI,HCCHL,CGTE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
298,또니,dummy60@dummy.dummy,닥스훈트,MDH,중형견,M,블랙,BL,성견,A,비만,OB,오븐베이크,OV,치킨 스몰브리드 어덜트,OV003,5,강아지가 잘먹어요. 맘에들어요,대전광역시,대한민국,대전광역시,blank,22.0,12.0,8.4,3.5,1.5,1.0,10.0,AOC,BOO,EF,AC,BBRI,BBAR,HCF,BRY,BL,HMCP,AE,GS,GPC,HIN,CYSE,GL,GCDS,HBC,CSP,DKP,CBRO,CSPO,CAPP,CBL,CPEA,CBAN,HLACA,HLATL,HLATO,FMV,FMMI,HNFE,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
299,뚜비,dummy61@dummy.dummy,닥스훈트,MDH,중형견,M,브라운,BR,강아지,P,피부병,SD,건강백서,GB,퓨어 건강한 피부,GB007,4,괜찮아요 이정도면 만족하고 사용할것 같습니다.,대전 서구,대한민국,대전광역시,서구,28.0,15.0,10.0,5.0,1.0,0.6,12.0,ESAL,EF,CPOT,HCF,CSPO,BPP,CCP,CCARR,EHSA,FLLYS,CCHR,FMV,HY,CYSE,FVE,HROS,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
300,라미,dummy89@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,피부병,SD,뉴트리나,GB,퓨어 건강한 피부,GB007,3,보통입니다. 나쁘지는 않아요. 그냥 무난한 사료입니다.,대전,대한민국,대전광역시,blank,28.0,15.0,10.0,5.0,1.0,0.6,12.0,ESAL,EF,CPOT,HCF,CSPO,BPP,CCP,CCARR,EHSA,FLLYS,CCHR,FMV,HY,CYSE,FVE,HROS,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
301,쫑,dummy117@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,노견,S,피부병,SD,건강백서,GB,퓨어 건강한 피부,GB007,5,적정함 가격도 괜찮고 이만하면 괜찮은듯,대전 서구 ,대한민국,대전광역시,서구,28.0,15.0,10.0,5.0,1.0,0.6,12.0,ESAL,EF,CPOT,HCF,CSPO,BPP,CCP,CCARR,EHSA,FLLYS,CCHR,FMV,HY,CYSE,FVE,HROS,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
